name,service,serviceKey,catalogTypes,tier,platforms,releaseDate,streamingSupported,reviewScore,gameplayMain,gameplayMainExtra,gameplayCompletionist,imageUrl,hltbId,hltbName,productId,productUrl
The Crew® 2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,,21.4,45.8,78.8,https://store-images.s-microsoft.com/image/apps.9463.70638597071363675.c7ca6c50-a746-4b87-a309-c4317452a9a7.48b88f33-a40e-4e40-a1ad-1d5ba097be87,46427,The Crew 2,BV05F8VT7JJ4,
The Crew Motorfest,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2023-09-14T04:00:00Z,false,71,21.3,35.3,39.6,https://image.api.playstation.com/vulcan/ap/rnd/202305/2315/607d9ed1ac762c9de33ef73fd09b3431d0b96ef4985ac2fb.png,130044,The Crew Motorfest,UP0001-CUSA26571_00-THECREWORL000000,https://store.playstation.com/en-us/concept/10002313
The Crew Motorfest Cross-Gen Bundle,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4 | PS5,2023-09-14T00:00:00Z,true,71,21.3,35.3,39.6,https://image.api.playstation.com/vulcan/ap/rnd/202411/2217/aff7ae0da202d816a5761fd4ce865085320052f46223c770.png,130044,The Crew Motorfest,UP0001-PPSA02838_00-THECREWORL000000,https://store.playstation.com/en-us/concept/10002313
The Crew Motorfest - Xbox One,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,21.3,35.3,39.6,https://store-images.s-microsoft.com/image/apps.11087.14129800763179072.8318e611-9b54-4d4b-8698-d8fc8efc52db.8346f0b4-a7fd-430d-a4e2-be9f3bdbb1a6,130044,The Crew Motorfest,9PB5JN044BHZ,
The Crew Motorfest - Xbox Series X|S,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,21.3,35.3,39.6,https://store-images.s-microsoft.com/image/apps.1191.14417469726522832.9e08deb3-3374-441f-823d-984b36f6485c.5b745d5a-814f-4111-8eb6-2c591ba2438f,130044,The Crew Motorfest,9NTB0ZG811GR,
Nine Sols,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,86,21.2,26.9,32,https://store-images.s-microsoft.com/image/apps.47834.14000456863863255.e1180b2d-029d-4c02-9385-6ad73421ad63.0b171eb7-36ac-47fc-8d1f-9846d47e1060,107896,Nine Sols,9N3LGKGF3CC2,
Shadowrun: Hong Kong - Extended Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,77,21.2,42,47.7,https://store-images.s-microsoft.com/image/apps.24618.14057715674749150.d6d6bc42-2e9e-4eb2-a96b-1baf2eaca60b.63cc5402-85b3-4a0a-9919-78cda3d9071c,34410,Shadowrun: Hong Kong - Extended Edition,9N7V5R3VLMJZ,
Forza Horizon 5 Standard Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,21.1,46.1,135.3,https://store-images.s-microsoft.com/image/apps.18975.13718773309227929.bebdcc0e-1ed5-4778-8732-f4ef65a2f445.125d6b3b-492f-4e5f-8037-7ade230c8224,93948,Forza Horizon 5,9NKX70BBCDRN,
Supermarket Simulator,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,70,20.9,54.5,107.6,https://store-images.s-microsoft.com/image/apps.9754.13763814357241001.e01392b6-0898-4953-8acf-030f03590bbb.2d058aa7-57d0-4163-be4d-0608ccd09296,145804,Supermarket Simulator,9NR0GCBSLDW4,
We Happy Few,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,64,20.8,40.1,65,https://store-images.s-microsoft.com/image/apps.40710.68143759676978415.617fe4d2-4978-4b4d-9e04-cba4cf86d432.4820a8ef-b0f3-4fcd-ab0a-6a76014c0c3c,27102,We Happy Few,BPR2TBS2KMQJ,
Shadowrun: Dragonfall - Director's Cut,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,80,20.7,29.5,41.5,https://store-images.s-microsoft.com/image/apps.13822.14266045593708116.bcec8af8-9570-471e-aa75-827739f252f6.a3f2fd69-c499-4cb1-9860-59c5d1d91518,21118,Shadowrun: Dragonfall - Director's Cut,9PKJTP6DTND3,
Stellaris: Console Edition PS5,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2025-11-06T09:00:00Z,true,,20.5,46.5,62.5,https://image.api.playstation.com/vulcan/ap/rnd/202507/2908/01ab7f27291c71c588c21923205b859f14e4ac442e833c77.png,37186,Stellaris,UP4139-PPSA27597_00-STELLARISBASEPS5,https://store.playstation.com/en-us/concept/10013520
UNCHARTED: Legacy of Thieves Collection,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2022-01-28T05:00:00Z,true,87,20.5,25.4,52.5,https://image.api.playstation.com/vulcan/ap/rnd/202111/2000/gTUWTlvPHzxFJ2JAxtDyI2eS.png,101083,Uncharted: Legacy of Thieves Collection,UP9000-PPSA05389_00-UNCHARTED4R00000,https://store.playstation.com/en-us/concept/205354
FINAL FANTASY II,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,65,20.5,24.2,24.9,https://store-images.s-microsoft.com/image/apps.1149.14086627234907834.c86030ab-e956-465c-adca-f4a75ba02c31.d412544c-097b-49f6-9c16-a40fc6325db6,3495,Final Fantasy II,9P8S1MN4066K,
STAR WARS Jedi: Survivor™,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,82,20.4,33.8,55.4,https://store-images.s-microsoft.com/image/apps.62419.14188092651145353.c3919981-fb28-4755-b504-a3b021220351.0a309985-7d9f-40e8-a002-7ece3c5968ae,108358,Star Wars Jedi: Survivor,9PGC82V0DXFS,
TRIALS of MANA,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,20.4,26.7,43.5,https://store-images.s-microsoft.com/image/apps.34753.13622716626834505.51a4c546-2c71-4cf1-810d-52c49148a319.12cbfb9b-74d9-424e-88ad-52e9eaa29e24,68244,Trials of Mana,9NHMR19TS1M0,
The Talos Principle 2,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2023-11-02T16:00:00Z,true,87,20.2,31.1,37.8,https://image.api.playstation.com/vulcan/ap/rnd/202305/2421/14712498105d05ea2d9ad3cd4d66f55a83b66e9ce3b84bc2.png,129256,The Talos Principle II,UP3643-PPSA05887_00-1978298915551615,https://store.playstation.com/en-us/concept/10004172
The Talos Principle 2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,87,20.2,31.1,37.8,https://store-images.s-microsoft.com/image/apps.60555.14060661547709167.55d1ba5e-ee75-4857-8788-25d277f870fa.1510a327-59da-493c-92cf-3c7ebc6ed4c5,129256,The Talos Principle II,9N7P8GVMF6SS,
Avowed Standard Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,72,20,47.4,68.5,https://store-images.s-microsoft.com/image/apps.40346.13624715126573049.35e3abd5-bd41-4efb-bc2a-0bfbdd50b02a.84157e34-31f1-40b6-849a-e8729c39d4b6,81115,Avowed,9MSVPJCHHRPR,
Watch Dogs 2,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2016-11-15T05:00:00Z,false,75,19.5,31.8,46.6,https://image.api.playstation.com/cdn/UP0001/CUSA04459_00/qBxvfDJJ9dbavai6xsWOcWaxRDGRb7h0.png,37861,Watch Dogs 2,UP0001-CUSA04459_00-WD2FULLGAME00000,https://store.playstation.com/en-us/concept/216759
Watch Dogs™,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2014-05-27T04:00:00Z,false,72,19.5,33.2,62.6,https://image.api.playstation.com/vulcan/img/cfn/11307VppO1bgZfez_l4lWR2EjdOWtTKfd17OGDKMBFHO3fjct9kzA_QdZHSbkxImffz4zcTSPFARhvOlU89c528K5tYEdc9Z.png,11101,Watch Dogs,UP0001-CUSA00021_00-WATCHDOGS0000000,https://store.playstation.com/en-us/concept/205264
DRAGON BALL XENOVERSE 2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,75,19.5,41.1,101.9,https://store-images.s-microsoft.com/image/apps.62319.63336639312113079.ceb7d6d9-5c03-4721-ab3f-09019902f961.7561068e-671a-45c8-8ec0-f01c0a1ad1d1,40860,Dragon Ball Xenoverse 2,BX03760D0QGN,
The Alters,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,84,19.5,24.9,49.9,https://store-images.s-microsoft.com/image/apps.55028.13917104365848520.a4bd4730-c578-4118-a439-d16f88dde25a.784ab0ef-3f2d-441b-92df-76a3cddc18ad,109255,The Alters,9N0P25WJHM8C,
Watch Dogs®2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,75,19.5,31.8,46.6,https://store-images.s-microsoft.com/image/apps.15364.69997608528322872.06dc9610-5c4e-484e-b028-58ad215e637a.ab2ff32b-6ec5-40b7-9492-471c12708bf0,37861,Watch Dogs 2,BSXLFN5QQZSC,
WATCH_DOGS™,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,72,19.5,33.2,62.6,https://store-images.s-microsoft.com/image/apps.4761.66583679601418453.329e8674-c508-4106-8a82-e4ebbbda5bd7.0c5fe25d-edb2-4fd3-b65e-bb3e5cef5836,11101,Watch Dogs,C4DMGRPNSHXG,
Assassin's Creed Syndicate,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2015-10-23T04:00:00Z,false,73,19,33.9,55.8,https://image.api.playstation.com/cdn/EP0001/CUSA02376_00/IK3koKU9jw2vs3b8CF41x9lEcvAIiVpa6z7oGxWvMPHrHnoEbMD53jsGmdiLMP65.png,26706,Assassin's Creed: Syndicate,UP0001-CUSA02389_00-ACVICTORYGAMEPS4,https://store.playstation.com/en-us/concept/212339
Assassin's Creed Syndicate,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,73,19,33.9,55.8,https://store-images.s-microsoft.com/image/apps.10598.63309362003335928.f979bcb8-9f41-424d-b922-00373875de81.4416b667-2993-4bfd-97f4-33f6bb258bd8,26706,Assassin's Creed: Syndicate,BXVQ8M4J9HNM,
BALL x PIT,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2025-10-15T16:00:00Z,true,83,18.9,24.2,35.6,https://image.api.playstation.com/vulcan/ap/rnd/202608/0616/83415751927d95046612da39ab5f997a0416087b402220fc.png,169298,BALL x PIT,UP3643-PPSA31872_00-0512776704708419,https://store.playstation.com/en-us/concept/10016190
BALL x PIT,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,18.9,24.2,35.6,https://store-images.s-microsoft.com/image/apps.49009.13835016463632115.666396b5-f6e8-4a0a-ae87-81ee6b77084a.d422168a-035e-42c7-819e-d93987acea85,169298,BALL x PIT,9MWXF3SRD7QN,
Heretic + Hexen,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,18.9,33.5,42.2,https://store-images.s-microsoft.com/image/apps.3496.13568632792554292.fea70ec4-25b5-4014-996b-52c5abc58b71.69e7078c-ec44-4a16-90d2-10509e7f21a6,172189,Heretic + Hexen,9NC7NRD0CM11,
Voidtrain,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,64,18.9,25.8,26.9,https://store-images.s-microsoft.com/image/apps.43738.13766638199955298.30c51e02-5250-4a92-bce6-4ed56d85cf3c.4927dc7d-1e11-4121-b0b8-ed323f936d86,76619,Voidtrain,9NQMVR9WL9FW,
Eternal Strands,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,67,18.8,30.3,42.4,https://store-images.s-microsoft.com/image/apps.50233.13736859116442717.a1ffa0ea-8877-44c8-8310-2433a1850d55.18cac95f-0053-46e8-a081-5af79f0599e2,148004,Eternal Strands,9NNKJNRKFT0G,
Viva Piñata,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,75,18.7,30.6,50.3,https://store-images.s-microsoft.com/image/apps.29891.69993262899909428.0190d6b7-60eb-4d3f-bd16-b44c0e303861.a44fc632-9741-443e-863c-cd2fce2e955b,10976,Viva Piñata,BSXSL6WBJ0V7,
Viva Piñata: TIP,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,75,18.7,30.6,50.3,https://store-images.s-microsoft.com/image/apps.65381.69467662407886849.eb318d40-1e77-4848-b633-b9ee445d2f63.2bb50256-bcc1-477e-8fd6-4780b64a6cc0,10976,Viva Piñata,BS1NPTPJGD4G,
Star Wars Outlaws,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS5,2024-08-30T04:00:00Z,true,71,18.4,35.4,68.4,https://image.api.playstation.com/vulcan/ap/rnd/202306/3020/bca42b94af09b7a7ffd27fcb76a7bb1e46b60ed0c5f99322.png,129948,Star Wars Outlaws,UP0001-PPSA08261_00-GAME000000000000,https://store.playstation.com/en-us/concept/10005323
Generation Zero®,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,59,18.4,46.5,85.2,https://store-images.s-microsoft.com/image/apps.5248.65743914527603622.b98c7b82-aeb0-44e7-8071-19a17867fd8c.23de469b-d409-404e-882b-54f1a741e3d5,64530,Generation Zero,C20WW4W29FQ1,
Star Wars Outlaws,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,18.4,35.4,68.4,https://store-images.s-microsoft.com/image/apps.19000.13711651873119158.1a058dbc-68af-4f81-9ab6-0a2eca979392.77fc140a-9ce6-4710-a4d4-a09acd63a760,129948,Star Wars Outlaws,9NLHVWSFB0FC,
Far Cry 5,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2018-03-27T04:00:00Z,false,74,18.3,31,47.7,https://image.api.playstation.com/vulcan/ap/rnd/202608/0521/15618b4627bb9e14016484379865574b6caf9041544946c8.png,46093,Far Cry 5,UP0001-CUSA05904_00-FARCRY5GAME00000,https://store.playstation.com/en-us/concept/221692
Far Cry® 5,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,74,18.3,31,47.7,https://store-images.s-microsoft.com/image/apps.48705.69582963086497758.e1cff2e3-ddf1-42bf-930d-f380ad63f100.1eb992fd-461c-4edd-9e5e-b3fbb7a41044,46093,Far Cry 5,BR7X7MVBBQKM,
Watch Dogs®: Legion PS4 & PS5,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4 | PS5,2020-11-12T05:00:00Z,true,65,18.2,33.1,50.2,https://image.api.playstation.com/vulcan/ap/rnd/202007/0217/OX5mEmwgRPeSQrhGFU3n4moZ.png,68237,Watch Dogs: Legion,UP0001-PPSA01487_00-ORWFULLGAME00000,https://store.playstation.com/en-us/concept/232581
Watch Dogs®: Legion,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,65,18.2,33.1,50.2,https://store-images.s-microsoft.com/image/apps.158.65664549497403424.a741b357-ecc5-4fa6-bfad-4f3a95f27506.1e2e55df-bdf2-4db6-bf18-615b2b33c20a,68237,Watch Dogs: Legion,C1WRX8ZD77M9,
Blue Prince,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2025-04-10T14:00:00Z,true,82,18.1,35.8,100.4,https://image.api.playstation.com/vulcan/ap/rnd/202502/1222/155cec2bad7676df9a1aa7e96cdd9f363e117c1650a43c34.png,136426,Blue Prince,EP2187-PPSA25009_00-BLUEPRINCE000000,https://store.playstation.com/en-us/concept/10012002
Blue Prince,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,82,18.1,35.8,100.4,https://store-images.s-microsoft.com/image/apps.24366.14199207619921587.94d12fa7-4aa4-478f-a501-05a046496ce3.1b1ecad8-ee39-40e6-823b-b013e12dc4a3,136426,Blue Prince,9PFRTPRQ569Q,
The Outer Worlds 2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,77,18.1,43.3,63.5,https://store-images.s-microsoft.com/image/apps.41744.14086924108488409.5098cc78-dcb3-4bc1-858f-48fa36bb7026.e990bffb-c0f2-4506-b06d-f537efb4b3ee,93946,The Outer Worlds 2,9P8RMKXRML7D,
Super Mega Baseball 3,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,79,18,32.1,,https://store-images.s-microsoft.com/image/apps.12287.14599945077775327.e0cd052e-78e3-4fb1-b95e-33b5c205fa52.f7fda834-285f-4359-a1d4-924a3b34bcf1,78304,Super Mega Baseball 3,9NP6V9LFVJ87,
Disneyland Adventures,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,58,17.9,30.3,39,https://store-images.s-microsoft.com/image/apps.38755.14005003576279990.0e4e6d67-22da-40e5-b520-630686e37930.302b7455-6387-4813-8177-5e2844e8b61f,4994,Disneyland Adventures,9N6Z8DQXSQWH,
Wreckfest,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,17.9,25.9,32.7,https://store-images.s-microsoft.com/image/apps.64141.69762792333465121.4086c71f-fab9-4c14-b959-3e77164a74cf.27e4efda-6f6d-4d33-b636-4d6ef45396ea,16136,Wreckfest,BRJNRZ9N734V,
Far Cry® 4,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2014-11-18T05:00:00Z,false,76,17.8,31.2,46.9,https://image.api.playstation.com/vulcan/img/cfn/113076px2b27B2ofcw5IzONcQEr6vlx2oSWvfJEutr9o7jAcP9vbVFjtbYjYoX2MOkkuepqwRRkk8Krf08MR2BKeTPw-FyY7.png,19310,Far Cry 4,UP0001-CUSA00496_00-FC4GAMEPS4000001,https://store.playstation.com/en-us/concept/201624
Far Cry® 4,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,17.8,31.2,46.9,https://store-images.s-microsoft.com/image/apps.55235.14286944504058611.3e034c1a-7e15-4e7d-b215-ef424d80d5e7.bc99a363-593e-4a06-8120-1df16d612223,19310,Far Cry 4,C0KJ40T9QD86,
Legend of Mana,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,74,17.7,24.4,44.7,https://store-images.s-microsoft.com/image/apps.16688.14556235508309133.ebb6dc1c-004f-4bb2-8ce7-f545c53b97d2.bab2a1d5-8514-4e62-bcc7-043af5211f78,5230,Legend of Mana,9P2S2QVRB97N,
Trials Rising,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2019-02-26T05:00:00Z,false,72,17.6,32.6,85.8,https://image.api.playstation.com/cdn/UP0001/CUSA09338_00/5mpTa7QTvDxkqNnNkZKIWq4XZSguXusM.png,65078,Trials Rising,UP0001-CUSA09338_00-TWT0001110001110,https://store.playstation.com/en-us/concept/228851
Trials® Rising,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,72,17.6,32.6,85.8,https://store-images.s-microsoft.com/image/apps.40541.67833834336852725.359ee4d2-f566-4a2e-91d9-45cec572c8fd.5271b6f9-bc5b-46ae-9b2b-dcdca2c7b6cb,65078,Trials Rising,BP6V6QZBMFP0,
STAR WARS Jedi: Fallen Order™,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,81,17.3,22.3,31.8,https://store-images.s-microsoft.com/image/apps.52300.65392999590663672.028b6875-f925-4d40-b3a1-e44db3b4fa32.7bcb3d0f-46fc-43ea-84d1-031bd0817da2,60145,Star Wars Jedi: Fallen Order,C2CSDTSCBZ0C,
State of Decay: Year-One,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,72,17.3,23.9,68.3,https://store-images.s-microsoft.com/image/apps.31742.67259324082967957.a648096d-45eb-44bf-9db2-f3eafcae7d67.38421f9d-32da-418c-9952-23e5f6773260,28182,State of Decay: Year-One,C5JGRR1LFVW8,
Assassin's Creed Unity,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2014-11-11T05:00:00Z,false,71,17.2,35.3,80.2,https://image.api.playstation.com/cdn/JP0001/CUSA00476_00/D4i7jbElJIQZUXeB5zVnThAbvxitKjLd.png,21269,Assassin's Creed: Unity,UP0001-CUSA00663_00-AC4GAMEPS4000001,https://store.playstation.com/en-us/concept/200088
Marvel’s Spider-Man 2,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2023-10-20T04:00:00Z,true,85,17.2,23.6,28.5,https://image.api.playstation.com/vulcan/ap/rnd/202306/1219/1c7b75d8ed9271516546560d219ad0b22ee0a263b4537bd8.png,79769,Marvel's Spider-Man 2,UP9000-PPSA03016_00-MARVELSPIDERMAN2,https://store.playstation.com/en-us/concept/10002456
Assassin's Creed Unity,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,17.2,35.3,80.2,https://store-images.s-microsoft.com/image/apps.25352.69296710537599543.9e7afb5a-8195-4e25-bfc8-08e94d687949.97f7b4e8-4633-45c7-bee9-72e9bc415d5e,21269,Assassin's Creed: Unity,BRQH27C9RGXS,
Banjo-Tooie,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,82,17.1,24,24,https://store-images.s-microsoft.com/image/apps.2699.63435052096425467.cd1eef72-5707-4f2b-807d-ab3c5baf858c.9ebaa8fc-f1bf-49e8-93fd-62833dbb6b26,837,Banjo-Tooie,BX27S00SKW1V,
Like a Dragon: Pirate Yakuza in Hawaii,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,80,17.1,32.5,43.6,https://store-images.s-microsoft.com/image/apps.2577.14515021988943563.1f3fe501-2a70-4602-ab4f-93c0a60ab77c.c894ce94-91a9-4e3a-993b-80dbdebd2ea8,157123,Like a Dragon: Pirate Yakuza in Hawaii,9P1303FCXW6X,
A Plague Tale: Requiem,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,17,19.6,27.4,https://store-images.s-microsoft.com/image/apps.60562.13537574391772742.e387dd56-e35c-40fb-bc0c-c0c1decef3a1.1de59474-dc66-4ad3-8050-ee622224a589,93945,A Plague Tale: Requiem,9ND0JVB184XL,
Batman™: Arkham Knight,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,17,31.5,51.2,https://store-images.s-microsoft.com/image/apps.50680.69836087516172366.d802940c-fd8a-4174-8a68-e41a2475e1a1.efa1f648-fb98-4078-80cf-06f47811b1fa,18005,Batman: Arkham Knight,BSLX1RNXR6H7,
Prince of Persia The Lost Crown,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4 | PS5,2024-01-18T05:00:00Z,true,84,16.7,24.5,31.2,https://image.api.playstation.com/vulcan/ap/rnd/202312/0701/de64753172dca1b06fc9ec1cd4abaeaa7f12ff7ac98f5a19.png,129785,Prince of Persia: The Lost Crown,UP0001-PPSA10067_00-MEMSTDED00000000,https://store.playstation.com/en-us/concept/10005985
Prince of Persia The Lost Crown,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,84,16.7,24.5,31.2,https://store-images.s-microsoft.com/image/apps.34160.14591039489735684.88f11d51-d109-4301-a716-65d25343b737.eddf01a0-8859-47bc-a5af-fb1aea7020e0,129785,Prince of Persia: The Lost Crown,9P4LSLG7B8CT,
Prey,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4,2017-05-05T04:00:00Z,false,83,16.4,27.9,46.6,https://image.api.playstation.com/vulcan/ap/rnd/202009/2902/qsnHdkCM1Zlnue33c5t5skP5.png,44590,Prey,UP1003-CUSA04493_00-PREYPS4FULLGAME1,https://store.playstation.com/en-us/concept/224929
DEATHLOOP,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,77,16.4,24.5,36.1,https://store-images.s-microsoft.com/image/apps.5858.14634955238674857.649b7ff9-0dfc-4951-9b65-c5d815215da6.90208516-ba3b-47a9-a130-ef94cf860f5b,68258,Deathloop,9P5Z4530318L,
Prey,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,16.4,27.9,46.6,https://store-images.s-microsoft.com/image/apps.11350.69234794984509140.ef3477c5-d6c7-4bd4-b5c7-7664d0e9e1be.56e552ce-a8b5-40eb-ae32-c7cefd77e069,44590,Prey,BQMVWCMB8P59,
Dead Island 2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,74,16.2,26.7,39.2,https://store-images.s-microsoft.com/image/apps.11083.66080721822734920.910bec42-dd7c-4bcf-9acb-d97e1b5501f0.dffaaf51-ec0d-43b5-960d-f273fda26bf3,21273,Dead Island 2,C3L4J3H7H12R,
Madden NFL 25 Xbox One,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,68,16.2,89.5,494.8,https://store-images.s-microsoft.com/image/apps.29289.13715337890066624.4f8c0067-4e62-4b15-bee7-b0865f37a53f.842a5e0f-1fe6-4d7b-a583-ec4b73eebe6c,12653,Madden NFL 25,9NL9QN69HCL7,
Madden NFL 25 Xbox Series X|S,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,68,16.2,89.5,494.8,https://store-images.s-microsoft.com/image/apps.29289.13921791456696433.7d9f4d57-76cd-411d-8615-f91c745452f2.d8788ec5-ef74-4859-9a52-fa062cc74838,12653,Madden NFL 25,9N0FWWQ94X62,
MASSIVE CHALICE,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,68,16.2,21.2,26,https://store-images.s-microsoft.com/image/apps.41180.65818491771219437.2f986726-46d6-458a-a9ab-340fd8456308.641eb4a6-b9d8-40e4-a26e-51fde4557160,21704,Massive Chalice,C2484ZR2BWNQ,
State of Decay 2: Juggernaut Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,16.2,32.4,138.9,https://store-images.s-microsoft.com/image/apps.62160.14425140369408817.14846606-f5bc-4fb1-b355-26ef6a25e847.e14fc031-2974-4b66-9f84-16cf8d0807e9,46403,State of Decay 2,9NT4X7P8B9NB,
Assassin's Creed® Mirage,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4 | PS5,2023-10-05T00:00:00Z,true,72,16.1,22.9,30.7,https://image.api.playstation.com/vulcan/ap/rnd/202208/1718/phwiQjbJddEg979YucUoP3Vr.png,112983,Assassin's Creed Mirage,UP0001-PPSA07230_00-EDITIONSTANDARD0,https://store.playstation.com/en-us/concept/10004865
